Robot Speed,Robot Angle,Error in Lineal Speed,Error in Angular Speed
0.19260302186012268,-0.9927991032600403,-0.19260302186012268,0.9927991032600403
0.28697673678398133,0.18470913171768188,-0.27677265515132826,-0.056480860142588296
0.3178051722049713,0.031918162107467646,-0.29739700893966514,0.22453838104271953
0.48724298548698425,0.1064632797241211,-0.4566307405890251,0.27822153500115965
0.4503626398563385,0.08714994275569916,-0.4095463133257263,0.4257631435446752
0.5363197786998748,-0.023603364920616147,-0.4852993705366095,0.664744722796084
0.46601605793189993,-0.5507159263467789,-0.40479156813598155,1.3200855557973403
0.38262762057991023,-0.16467967215633392,-0.3111990491513388,1.0622775731819891
0.3776268448126983,-0.6899009143320084,-0.29599419175147385,1.7157270869327572
0.348050933223526,0.2122183564300919,-0.25621419852964844,0.9418360877457503
0.2878953404078247,-0.12729759675290678,-0.1858545240812941,1.4095803125038426
0.3144159905224658,0.026128317940077223,-0.20217109256328217,1.3843826693859522
0.34517421675381765,0.6514330065416344,-0.22272523716198092,0.8873062523594887
0.48781830282603333,0.3597285900215535,-0.35516524160154356,1.3072389404546632
0.45759952194449083,-0.4454591182648999,-0.314742379087348,2.24065492031621
0.4241186149534987,0.5036467130315385,-0.2710573904637028,1.4197773605948654
0.47772770927056113,-0.0888493647973489,-0.31446240314811214,2.1405017099988464
0.469560502801564,0.6843942290067225,-0.2960911150464619,1.4954863877698683
0.45637204577578705,1.1248714617204398,-0.27269857638803197,1.1832374266312446
0.45252782303126815,1.4128080184049445,-0.25865027201086,1.0235291415218335
0.5548450362565049,0.9122843369714639,-0.3507634036034437,1.6522810945304076
0.5111949331690031,1.0809193387551441,-0.2969092188832888,1.6118743643218214
0.4760988764243816,0.11997751801749079,-0.25160908050601427,2.7010444566345684
0.45135372950300545,0.709116437492013,-0.21665985195198506,2.2401338087351395
0.4546800021747647,1.0280764451368094,-0.2097820429910912,2.049402072665437
0.450608656669849,-0.06571433837750906,-0.19550661585352247,3.2714211277548486
0.334344473996874,0.290361488488082,-0.06903835154789445,3.0435735724643513
0.4787487313265302,0.3395534781377101,-0.20323852724489755,3.1226098543898164
0.5823978498646436,0.30926963256362583,-0.2966835641503579,3.2811219715389948
0.6399489352148067,0.3009562287721843,-0.3440305678678679,3.41766364690553
0.6622925346518331,0.19098308944665257,-0.35617008567224134,3.6558650578061553
0.5540935841455921,0.7732659534452133,-0.2377670535333472,3.201810465382688
0.6153762964758196,0.4506730738781555,-0.28884568423092166,3.6526316165248396
0.6582853453369688,0.25851552954332013,-0.3215506514594178,3.9730174324347685
0.5350220714218468,0.8770209388197421,-0.1880832959116427,3.48274029473344
0.4705996223811537,-0.16285427592629453,-0.11345676523829662,4.65084378105457
0.4745212261989254,0.5200041283223972,-0.10717428742341523,4.096213648380972
0.502888003892573,0.7728691189917294,-0.1253369834844098,3.9715769292867336
0.4621847748201325,-0.3633505767922185,-0.07442967277931617,5.236024896645775
0.48726872679240907,-0.4674573818648209,-0.08930954311893974,5.468359973293471
0.5697688107290709,-0.23489636360432803,-0.16160554542294853,5.364027226608071
0.4141856875776556,0.23186837328180016,0.0041816593611198605,5.0254907612970365
0.5617077140068595,0.07795135791721544,-0.13313628543543093,5.3076360482367155
0.5697664134535542,0.5061137236095822,-0.13099090324947255,5.007701954119442
0.6334616251488536,0.4547103260122154,-0.184482033312119,5.187333623291902
0.45540932462811523,0.6611372717715749,0.003774348841272479,5.109134949107636
0.4529433467757705,1.1278119139967828,0.01644440832627031,4.770688578457523
0.5695187222225668,1.4461897404848618,-0.08992688548787298,4.580539023544537
0.6427209360160353,0.8397894198810507,-0.15292501764868838,5.315167615723442
0.6983814229224874,0.46832383543941075,-0.1983814229224874,5.814861471740175
