Robot Speed,Robot Angle,Error in Lineal Speed,Error in Angular Speed,Tiempo
0.22948765754699707,-0.7804037928581238,0.07051234245300292,3.921996446447917,0.0
0.24851261377334596,-0.5325531542301178,0.051487386226654025,3.6741458078199107,1.5860676765441895
0.2591620486974716,-0.6622911196947099,0.040837951302528375,3.803883773284503,2.1357414722442627
0.24948281812667847,-0.5123662682175637,0.05051718187332152,3.653958921807357,2.727060556411743
0.2419065752744675,-0.5506762324392797,0.0580934247255325,3.6922688860290727,3.1964833736419678
0.27432328335523604,-0.5950215988117458,0.025676716644763953,3.736614252401539,3.836176872253418
0.27205739204955104,-0.45537691707235584,0.02794260795044895,3.596969570662149,4.5374486446380615
0.27853136764352326,-0.44505581314702636,0.021468632356476725,3.5866484667368193,5.252676248550415
0.302368505356176,-0.46441415299779004,-0.0023685053561759983,3.606006806587583,5.911194801330566
0.3467525513983935,-0.4456474782509132,-0.046752551398393516,3.5872401318407063,6.80230188369751
0.3658752982631776,-0.3091894031896464,-0.06587529826317762,3.4507820567794396,7.506088972091675
0.38001073105473404,-0.35784480941304014,-0.08001073105473405,3.4994374630028333,8.324070930480957
0.41985858115559,-0.3343132411421101,-0.11985858115559,3.4759058947319033,8.933956623077393
0.39775311469738345,-0.19840567782349233,-0.09775311469738346,3.3399983314132853,9.566354990005493
0.43027128743861315,-0.18005238199451726,-0.13027128743861316,3.3216450355843103,10.1064453125
0.42673524589300926,-0.36560945115285365,-0.12673524589300927,3.507202104742647,10.877918243408203
0.42816493842864733,-0.49110304476437494,-0.12816493842864735,3.6326956983541683,11.593750476837158
0.4357234710502449,-0.5454672857667583,-0.1357234710502449,3.6870599393565513,12.216102838516235
0.40499942070673317,-0.4246922210942725,-0.10499942070673318,3.5662848746840656,12.925146579742432
0.4353684535601474,-0.39475406641581834,-0.13536845356014743,3.5363467200056116,13.641298055648804
0.4599239782373969,-0.3175999620689676,-0.1599239782373969,3.4591926156587607,14.364288330078125
0.45185737811453913,-0.13003560594919855,-0.15185737811453914,3.271628259538992,14.99827766418457
0.47833853068585197,-0.11264775939765753,-0.17833853068585198,3.2542404129874507,15.68859577178955
0.4641164699432403,-0.13307880831941826,-0.1641164699432403,3.2746714619092114,16.520052909851074
0.4547655426773861,0.054544537009136126,-0.15476554267738613,3.087048116580657,17.264112949371338
0.4508312919718118,0.21621820516109727,-0.15083129197181183,2.9253744484286957,17.84022045135498
0.4744575243278228,0.20801198500442739,-0.1744575243278228,2.933580668585366,18.591861963272095
0.5049778659120694,0.19643190146727774,-0.2049778659120694,2.9451607521225154,19.182873249053955
0.4931885992564704,0.3327193138710566,-0.19318859925647042,2.8088733397187364,19.782125234603882
0.49699155644279236,0.37545921305226454,-0.19699155644279237,2.7661334405375286,20.337404012680054
0.49852594276399775,0.25245915561384413,-0.19852594276399776,2.889133497975949,21.010007858276367
0.47380231207726625,0.26520746090531155,-0.17380231207726626,2.8763851926844817,21.56773614883423
0.4873514031122764,0.1334414107071144,-0.18735140311227644,3.0081512428826787,22.10575819015503
0.49303209079062704,0.21743838987947547,-0.19303209079062705,2.9241542637103177,22.74893307685852
0.4640124466367581,0.13164844216884114,-0.16401244663675812,3.009944211420952,23.674135208129883
0.4566483699990528,0.3197061130581582,-0.1566483699990528,2.8218865405316347,24.50030016899109
0.4491046521407262,0.2988201514641897,-0.1491046521407262,2.8427725021256034,25.209824323654175
0.42613095522003436,0.3451199414515903,-0.12613095522003437,2.7964727121382027,26.036200761795044
0.4226919634349084,0.31565131087759823,-0.1226919634349084,2.825941342712195,26.649502992630005
0.4032790100461485,0.36672499185496293,-0.10327901004614853,2.77486766173483,27.354892253875732
0.40984941445764084,0.2944679117711817,-0.10984941445764085,2.8471247418186114,28.28070306777954
0.39292276283779304,0.34476906566433024,-0.09292276283779305,2.796823587925463,29.113638639450073
0.3720548991621604,0.4052633569414488,-0.0720548991621604,2.736329296648344,29.72227668762207
0.3875883618826631,0.29163443378583237,-0.08758836188266311,2.849958219803961,30.32272481918335
0.39267737565949234,0.4408328711865155,-0.09267737565949236,2.700759782403278,31.16787576675415
0.3886341830955268,0.5783194106707997,-0.08863418309552679,2.5632732429189935,31.653088331222534
0.4077794892370392,0.6167251648208523,-0.10777948923703923,2.524867488768941,32.266892433166504
0.4084546723466834,0.7403820498318396,-0.10845467234668343,2.4012106037579537,32.7789032459259
0.3912688903661121,0.6061012515602341,-0.09126889036611213,2.535491402029559,33.49694752693176
0.39121659511192586,0.7469065698246209,-0.09121659511192587,2.3946860837651722,34.074443340301514
0.42057196420905546,0.7111749063962742,-0.12057196420905547,2.430417747193519,34.72290229797363
0.43009527435133654,0.7735630939335267,-0.13009527435133655,2.368029559656266,35.438945055007935
0.4007206759771389,0.6259236457881904,-0.10072067597713891,2.515669007801603,36.15503716468811
0.4003290446329727,0.39996015932597906,-0.10032904463297271,2.741632494263814,36.8713583946228
0.3900910864825798,0.39229017412458234,-0.0900910864825798,2.749302479465211,37.33685803413391
0.3831219181915301,0.5182154826741908,-0.08312191819153009,2.623377170915602,37.9253454208374
0.4194522177130143,0.495990483679309,-0.11945221771301429,2.645602169910484,38.61406874656677
0.40552149787099595,0.3844343024950634,-0.10552149787099596,2.7571583510947297,39.32807683944702
0.40619442082540486,0.4750779746587346,-0.10619442082540487,2.6665146789310583,40.15087604522705
0.408229099664953,0.3186788927270713,-0.10822909966495303,2.822913760862722,40.862074851989746
0.4292233648483753,0.5729919526654847,-0.12922336484837532,2.5686007009243084,41.47698259353638
