Robot Speed,Robot Angle,Lineal Speed Reference,Angular Speed Reference,Error in Lineal Speed,Error in Angular Speed,Tiempo
0,0,0.3,3.141592653589793,0.3,3.141592653589793,0.0
0.037134948372840884,0.0058374863117933275,0.3,3.141592653589793,0.2628650516271591,3.135755167278,0.9372353553771973
0.0779220935702324,-0.12293818641453982,0.3,3.141592653589793,0.2220779064297676,3.264530840004333,1.8656303882598877
0.11183914336562158,0.05596944944187998,0.3,3.141592653589793,0.18816085663437843,3.0856232041479132,2.6444427967071533
0.13735874408185483,0.06493886640183627,0.3,3.141592653589793,0.16264125591814516,3.076653787187957,3.513601303100586
0.1995742611321807,0.051698079680018126,0.3,3.141592653589793,0.10042573886781928,3.089894573909775,4.4646594524383545
0.22790550520119074,0.20356213239545748,0.3,3.141592653589793,0.07209449479880925,2.9380305211943356,5.36150598526001
0.22062337991681996,0.17877827268286162,0.3,3.141592653589793,0.07937662008318003,2.9628143809069316,6.34589147567749
0.21608245310563418,0.07058389349082363,0.3,3.141592653589793,0.08391754689436581,3.0710087600989695,7.144988059997559
0.2183020511631242,0.14605475094883968,0.3,3.141592653589793,0.08169794883687578,2.9955379026409537,7.83866810798645
0.23099500531232997,0.0031700309542059546,0.3,3.141592653589793,0.06900499468767002,3.1384226226355874,8.623269081115723
0.23251677686819414,-0.07068769546503667,0.3,3.141592653589793,0.06748322313180585,3.2122803490548297,9.549514055252075
0.23398782880469246,-0.13779089819331328,0.3,3.141592653589793,0.06601217119530753,3.2793835517831065,10.483590602874756
0.2780369109335311,-0.13120099950676584,0.3,3.141592653589793,0.021963089066468877,3.272793653096559,11.313445091247559
0.30731945512498327,-0.22626696570675453,0.3,3.141592653589793,-0.007319455124983276,3.3678596192965475,12.139646053314209
0.29581988702241996,-0.14576854596103025,0.3,3.141592653589793,0.0041801129775800305,3.287361199550823,12.856191873550415
0.2948796348275937,-0.07837502619235032,0.3,3.141592653589793,0.0051203651724062715,3.2199676797821435,13.638635158538818
0.29023559211214167,-0.15150722081013007,0.3,3.141592653589793,0.009764407887858317,3.2930998743999234,14.575952291488647
0.3109307824240904,-0.20252444339884057,0.3,3.141592653589793,-0.010930782424090402,3.344117096988634,15.479253053665161
0.3380494837761028,-0.0787279307224697,0.3,3.141592653589793,-0.03804948377610279,3.2203205843122626,16.40103006362915
0.34111824257374734,-0.07369200823858495,0.3,3.141592653589793,-0.041118242573747354,3.215284661828378,19.777743816375732
0.34876622518778677,0.11818506325940686,0.3,3.141592653589793,-0.04876622518778678,3.023407590330386,20.804476022720337
0.36092626536680017,-0.04942532176679017,0.3,3.141592653589793,-0.06092626536680018,3.1910179753565835,21.621846437454224
0.366904421014721,0.13918428604389155,0.3,3.141592653589793,-0.066904421014721,3.0024083675459017,22.43820571899414
0.3682315171031369,0.3212325422577702,0.3,3.141592653589793,-0.06823151710313691,2.8203601113320227,23.281663417816162
0.3393280695618582,0.329932506258426,0.3,3.141592653589793,-0.03932806956185819,2.811660147331367,24.08548092842102
0.3533672831125312,0.35323927585047893,0.3,3.141592653589793,-0.053367283112531194,2.7883533777393144,24.899694681167603
0.357390815764718,0.31958077244844213,0.3,3.141592653589793,-0.057390815764717995,2.822011881141351,25.72119975090027
0.3616466326266999,0.49378197693424974,0.3,3.141592653589793,-0.06164663262669989,2.6478106766555434,26.634662628173828
0.3485863807276316,0.531266033383586,0.3,3.141592653589793,-0.048586380727631606,2.610326620206207,27.56348967552185
0.3846995475121225,0.5254347620001835,0.3,3.141592653589793,-0.0846995475121225,2.6161578915896095,28.487174034118652
0.3684394024814265,0.524870732211298,0.3,3.141592653589793,-0.06843940248142649,2.6167219213784954,29.39647102355957
