TIME_DELTA,SPEED,REFERENCE,CONTROL,ERROR
1.78,-8.000000,0.000000,0.000000,0.000000
1.79,-8.000000,0.000000,0.000000,0.000000
1.81,-8.000000,0.000000,0.000000,0.000000
1.82,-8.000000,0.000000,0.000000,0.000000
1.85,-8.000000,0.000000,0.000000,0.000000
1.86,-8.000000,0.000000,0.000000,0.000000
1.88,-8.000000,0.000000,0.000000,0.000000
1.91,-8.000000,0.000000,0.000000,0.000000
1.92,-8.000000,0.000000,0.000000,0.000000
1.94,-8.000000,0.000000,0.000000,0.000000
1.99,-8.000000,0.000000,0.000000,0.000000
2.00,-8.000000,0.000000,0.000000,0.000000
2.03,-8.000000,0.000000,0.000000,0.000000
2.08,-8.000000,0.000000,0.000000,0.000000
2.11,-8.000000,0.000000,0.000000,0.000000
2.11,-8.000000,0.000000,0.000000,0.000000
2.12,-8.000000,0.000000,0.000000,0.000000
2.13,-8.000000,0.000000,0.000000,0.000000
2.14,-8.000000,0.000000,0.000000,0.000000
2.14,-8.000000,0.000000,0.000000,0.000000
2.16,-8.000000,0.000000,0.000000,0.000000
2.16,-8.000000,0.000000,0.000000,0.000000
2.19,-8.000000,0.000000,0.000000,0.000000
2.20,-8.000000,0.000000,0.000000,0.000000
2.22,-8.000000,0.000000,0.000000,0.000000
2.23,-8.000000,0.000000,0.000000,0.000000
2.26,-8.000000,0.000000,0.000000,0.000000
2.27,-8.000000,0.000000,0.000000,0.000000
2.29,-8.000000,0.000000,0.000000,0.000000
2.30,-8.000000,0.000000,0.000000,0.000000
2.33,-8.000000,0.000000,0.000000,0.000000
2.33,-8.000000,0.000000,0.000000,0.000000
2.36,-8.000000,0.000000,0.000000,0.000000
2.37,-8.000000,0.000000,0.000000,0.000000
2.39,-8.000000,0.000000,0.000000,0.000000
2.40,-8.000000,0.000000,0.000000,0.000000
2.43,-8.000000,0.000000,0.000000,0.000000
2.44,-8.000000,0.000000,0.000000,0.000000
2.46,-8.000000,0.000000,0.000000,0.000000
2.47,-8.000000,0.000000,0.000000,0.000000
2.50,-8.000000,0.000000,0.000000,0.000000
2.51,-8.000000,0.000000,0.000000,0.000000
2.53,-8.000000,0.000000,0.000000,0.000000
2.54,-8.000000,0.000000,0.000000,0.000000
2.57,-8.000000,0.000000,0.000000,0.000000
2.58,-8.000000,0.000000,0.000000,0.000000
2.60,-8.000000,0.000000,0.000000,0.000000
2.61,-8.000000,0.000000,0.000000,0.000000
2.64,-8.000000,0.000000,0.000000,0.000000
2.65,-8.000000,0.000000,0.000000,0.000000
2.67,-8.000000,0.000000,0.000000,0.000000
2.70,-8.000000,0.000000,0.000000,0.000000
2.71,-8.000000,0.000000,0.000000,0.000000
2.73,-8.000000,0.000000,0.000000,0.000000
2.76,-8.000000,0.000000,0.000000,0.000000
2.77,-8.000000,0.000000,0.000000,0.000000
2.79,-8.000000,0.000000,0.000000,0.000000
2.80,-8.000000,0.000000,0.000000,0.000000
2.83,-8.000000,0.000000,0.000000,0.000000
2.84,-8.000000,0.000000,0.000000,0.000000
2.86,-8.000000,0.000000,0.000000,0.000000
2.89,-8.000000,0.000000,0.000000,0.000000
2.90,-8.000000,0.000000,0.000000,0.000000
2.93,-8.000000,0.000000,0.000000,0.000000
2.93,-8.000000,0.000000,0.000000,0.000000
2.96,-8.000000,0.000000,0.000000,0.000000
2.97,-8.000000,0.000000,0.000000,0.000000
3.00,-8.000000,0.000000,0.000000,0.000000
3.02,-8.000000,0.000000,0.000000,0.000000
3.03,-8.000000,0.000000,0.000000,0.000000
3.06,-8.000000,0.000000,0.000000,0.000000
3.06,-8.000000,0.000000,0.000000,0.000000
3.09,-8.000000,0.000000,0.000000,0.000000
3.10,-8.000000,0.000000,0.000000,0.000000
3.13,-8.000000,0.000000,0.000000,0.000000
3.14,-8.000000,0.000000,0.000000,0.000000
3.16,-8.000000,0.000000,0.000000,0.000000
3.17,-8.000000,0.000000,0.000000,0.000000
3.20,-8.000000,0.000000,0.000000,0.000000
3.21,-8.000000,0.000000,0.000000,0.000000
3.23,-8.000000,0.000000,0.000000,0.000000
3.26,-8.000000,0.000000,0.000000,0.000000
3.27,-8.000000,0.000000,0.000000,0.000000
3.29,-8.000000,0.000000,0.000000,0.000000
3.32,-8.000000,0.000000,0.000000,0.000000
3.34,-8.000000,0.000000,0.000000,0.000000
3.35,-8.000000,0.000000,0.000000,0.000000
3.38,-8.000000,0.000000,0.000000,0.000000
3.39,-8.000000,0.000000,0.000000,0.000000
3.41,-8.000000,0.000000,0.000000,0.000000
3.44,-8.000000,0.000000,0.000000,0.000000
3.45,-8.000000,0.000000,0.000000,0.000000
3.47,-8.000000,0.000000,0.000000,0.000000
3.48,-8.000000,0.000000,0.000000,0.000000
3.51,-8.000000,0.000000,0.000000,0.000000
3.52,-8.000000,0.000000,0.000000,0.000000
3.54,-8.000000,0.000000,0.000000,0.000000
3.55,-8.000000,0.000000,0.000000,0.000000
3.58,-8.000000,0.000000,0.000000,0.000000
3.59,-8.000000,0.000000,0.000000,0.000000
3.61,-8.000000,0.000000,0.000000,0.000000
3.62,-8.000000,0.000000,0.000000,0.000000
3.65,-8.000000,0.000000,0.000000,0.000000
3.65,-8.000000,0.000000,0.000000,0.000000
3.68,-8.000000,0.000000,0.000000,0.000000
3.69,-8.000000,0.000000,0.000000,0.000000
3.72,-8.000000,0.000000,0.000000,0.000000
3.72,-8.000000,0.000000,0.000000,0.000000
3.75,-8.000000,0.000000,0.000000,0.000000
3.76,-8.000000,0.000000,0.000000,0.000000
3.79,-8.000000,0.000000,0.000000,0.000000
3.79,-8.000000,0.000000,0.000000,0.000000
3.82,-8.000000,0.000000,0.000000,0.000000
3.83,-8.000000,0.000000,0.000000,0.000000
3.90,-8.000000,0.000000,0.000000,0.000000
3.90,-8.000000,0.000000,0.000000,0.000000
3.91,-8.000000,0.000000,0.000000,0.000000
3.92,-8.000000,0.000000,0.000000,0.000000
3.93,-8.000000,0.000000,0.000000,0.000000
3.93,-8.000000,0.000000,0.000000,0.000000
3.94,-8.000000,0.000000,0.000000,0.000000
3.95,-8.000000,0.000000,0.000000,0.000000
3.98,-8.000000,0.000000,0.000000,0.000000
3.99,-8.000000,0.000000,0.000000,0.000000
4.02,-8.000000,0.000000,0.000000,0.000000
4.02,-8.000000,0.000000,0.000000,0.000000
4.05,-8.000000,0.000000,0.000000,0.000000
4.06,-8.000000,0.000000,0.000000,0.000000
4.09,-8.000000,0.000000,0.000000,0.000000
4.11,-8.000000,0.000000,0.000000,0.000000
4.12,-8.000000,0.000000,0.000000,0.000000
4.15,-8.000000,0.000000,0.000000,0.000000
4.16,-8.000000,0.000000,0.000000,0.000000
4.18,-8.000000,0.000000,0.000000,0.000000
4.19,-8.000000,0.000000,0.000000,0.000000
4.22,-8.000000,0.000000,0.000000,0.000000
4.23,-8.000000,0.000000,0.000000,0.000000
4.25,-8.000000,0.000000,0.000000,0.000000
4.26,-8.000000,0.000000,0.000000,0.000000
4.29,-8.000000,0.000000,0.000000,0.000000
4.30,-8.000000,0.000000,0.000000,0.000000
4.32,-8.000000,0.000000,0.000000,0.000000
4.33,-8.000000,0.000000,0.000000,0.000000
4.36,-8.000000,0.000000,0.000000,0.000000
4.36,-8.000000,0.000000,0.000000,0.000000
4.39,-8.000000,0.000000,0.000000,0.000000
4.40,-8.000000,0.000000,0.000000,0.000000
4.42,-8.000000,0.000000,0.000000,0.000000
4.43,-8.000000,0.000000,0.000000,0.000000
4.46,-8.000000,0.000000,0.000000,0.000000
4.47,-8.000000,0.000000,0.000000,0.000000
4.49,-8.000000,0.000000,0.000000,0.000000
4.52,-8.000000,0.000000,0.000000,0.000000
4.53,-8.000000,0.000000,0.000000,0.000000
4.56,-8.000000,0.000000,0.000000,0.000000
4.56,-8.000000,0.000000,0.000000,0.000000
4.59,-8.000000,0.000000,0.000000,0.000000
4.60,-8.000000,0.000000,0.000000,0.000000
4.63,-8.000000,0.000000,0.000000,0.000000
4.67,-8.000000,0.000000,0.000000,0.000000
4.68,-8.000000,0.000000,0.000000,0.000000
4.71,-8.000000,0.000000,0.000000,0.000000
4.72,-8.000000,0.000000,0.000000,0.000000
4.74,-8.000000,0.000000,0.000000,0.000000
4.75,-8.000000,0.000000,0.000000,0.000000
4.78,-8.000000,0.000000,0.000000,0.000000
4.79,-8.000000,0.000000,0.000000,0.000000
4.81,-8.000000,0.000000,0.000000,0.000000
4.82,-8.000000,0.000000,0.000000,0.000000
4.85,-8.000000,0.000000,0.000000,0.000000
4.85,-8.000000,0.000000,0.000000,0.000000
4.88,-8.000000,0.000000,0.000000,0.000000
4.89,-8.000000,0.000000,0.000000,0.000000
4.91,-8.000000,0.000000,0.000000,0.000000
4.92,-8.000000,0.000000,0.000000,0.000000
4.95,-8.000000,0.000000,0.000000,0.000000
4.96,-8.000000,0.000000,0.000000,0.000000
4.98,-8.000000,0.000000,0.000000,0.000000
4.99,-8.000000,0.000000,0.000000,0.000000
5.02,-8.000000,0.000000,0.000000,0.000000
5.03,-8.000000,0.000000,0.000000,0.000000
5.06,-8.000000,0.000000,0.000000,0.000000
5.06,-8.000000,0.000000,0.000000,0.000000
5.09,-8.000000,0.000000,0.000000,0.000000
5.10,-8.000000,0.000000,0.000000,0.000000
5.13,-8.000000,0.000000,0.000000,0.000000
5.14,-8.000000,0.000000,0.000000,0.000000
5.16,-8.000000,0.000000,0.000000,0.000000
5.17,-8.000000,0.000000,0.000000,0.000000
5.20,-8.000000,0.000000,0.000000,0.000000
5.21,-8.000000,0.000000,0.000000,0.000000
5.23,-8.000000,0.000000,0.000000,0.000000
5.24,-8.000000,0.000000,0.000000,0.000000
5.27,-8.000000,0.000000,0.000000,0.000000
5.28,-8.000000,0.000000,0.000000,0.000000
5.30,-8.000000,0.000000,0.000000,0.000000
5.31,-8.000000,0.000000,0.000000,0.000000
5.34,-8.000000,0.000000,0.000000,0.000000
5.34,-8.000000,0.000000,0.000000,0.000000
5.37,-8.000000,0.000000,0.000000,0.000000
5.38,-8.000000,0.000000,0.000000,0.000000
5.41,-8.000000,0.000000,0.000000,0.000000
5.41,-8.000000,0.000000,0.000000,0.000000
5.44,-8.000000,0.000000,0.000000,0.000000
5.45,-8.000000,0.000000,0.000000,0.000000
5.48,-8.000000,0.000000,0.000000,0.000000
5.48,-8.000000,0.000000,0.000000,0.000000
5.51,-8.000000,0.000000,0.000000,0.000000
5.52,-8.000000,0.000000,0.000000,0.000000
5.54,-8.000000,0.000000,0.000000,0.000000
5.55,-8.000000,0.000000,0.000000,0.000000
5.58,-8.000000,0.000000,0.000000,0.000000
5.59,-8.000000,0.000000,0.000000,0.000000
5.61,-8.000000,0.000000,0.000000,0.000000
5.62,-8.000000,0.000000,0.000000,0.000000
5.65,-8.000000,0.000000,0.000000,0.000000
5.66,-8.000000,0.000000,0.000000,0.000000
5.68,-8.000000,0.000000,0.000000,0.000000
5.69,-8.000000,0.000000,0.000000,0.000000
5.72,-8.000000,0.000000,0.000000,0.000000
5.73,-8.000000,0.000000,0.000000,0.000000
5.75,-8.000000,0.000000,0.000000,0.000000
5.78,-8.000000,0.000000,0.000000,0.000000
5.79,-8.000000,0.000000,0.000000,0.000000
5.81,-8.000000,0.000000,0.000000,0.000000
5.82,-8.000000,0.000000,0.000000,0.000000
5.85,-8.000000,0.000000,0.000000,0.000000
5.86,-8.000000,0.000000,0.000000,0.000000
5.88,-8.000000,0.000000,0.000000,0.000000
5.89,-8.000000,0.000000,0.000000,0.000000
5.92,-8.000000,0.000000,0.000000,0.000000
5.93,-8.000000,0.000000,0.000000,0.000000
5.95,-8.000000,0.000000,0.000000,0.000000
5.96,-8.000000,0.000000,0.000000,0.000000
5.99,-8.000000,0.000000,0.000000,0.000000
6.01,-8.000000,0.000000,0.000000,0.000000
6.04,-8.000000,0.000000,0.000000,0.000000
6.06,-8.000000,0.000000,0.000000,0.000000
6.07,-8.000000,0.000000,0.000000,0.000000
6.10,-8.000000,0.000000,0.000000,0.000000
6.11,-8.000000,0.000000,0.000000,0.000000
6.13,-8.000000,0.000000,0.000000,0.000000
6.14,-8.000000,0.000000,0.000000,0.000000
6.17,-8.000000,0.000000,0.000000,0.000000
6.19,-8.000000,0.000000,0.000000,0.000000
6.20,-8.000000,0.000000,0.000000,0.000000
6.23,-8.000000,0.000000,0.000000,0.000000
6.24,-8.000000,0.000000,0.000000,0.000000
6.27,-8.000000,0.000000,0.000000,0.000000
6.27,-8.000000,0.000000,0.000000,0.000000
6.30,-8.000000,0.000000,0.000000,0.000000
6.31,-8.000000,0.000000,0.000000,0.000000
6.33,-8.000000,0.000000,0.000000,0.000000
6.34,-8.000000,0.000000,0.000000,0.000000
6.37,-8.000000,0.000000,0.000000,0.000000
6.38,-8.000000,0.000000,0.000000,0.000000
6.40,-8.000000,0.000000,0.000000,0.000000
6.41,-8.000000,0.000000,0.000000,0.000000
6.44,-8.000000,0.000000,0.000000,0.000000
6.45,-8.000000,0.000000,0.000000,0.000000
6.47,-8.000000,0.000000,0.000000,0.000000
6.48,-8.000000,0.000000,0.000000,0.000000
6.51,-8.000000,0.000000,0.000000,0.000000
6.51,-8.000000,0.000000,0.000000,0.000000
6.54,-8.000000,0.000000,0.000000,0.000000
6.55,-8.000000,0.000000,0.000000,0.000000
6.57,-8.000000,0.000000,0.000000,0.000000
6.60,-8.000000,0.000000,0.000000,0.000000
6.61,-8.000000,0.000000,0.000000,0.000000
6.64,-8.000000,0.000000,0.000000,0.000000
6.64,-8.000000,0.000000,0.000000,0.000000
6.67,-8.000000,0.000000,0.000000,0.000000
6.68,-8.000000,0.000000,0.000000,0.000000
6.70,-8.000000,0.000000,0.000000,0.000000
6.71,-8.000000,0.000000,0.000000,0.000000
6.74,-8.000000,0.000000,0.000000,0.000000
6.75,-8.000000,0.000000,0.000000,0.000000
6.77,-8.000000,0.000000,0.000000,0.000000
6.78,-8.000000,0.000000,0.000000,0.000000
6.81,-8.000000,0.000000,0.000000,0.000000
6.82,-8.000000,0.000000,0.000000,0.000000
6.84,-8.000000,0.000000,0.000000,0.000000
6.85,-8.000000,0.000000,0.000000,0.000000
6.88,-8.000000,0.000000,0.000000,0.000000
6.89,-8.000000,0.000000,0.000000,0.000000
6.91,-8.000000,0.000000,0.000000,0.000000
6.92,-8.000000,0.000000,0.000000,0.000000
6.94,-8.000000,0.000000,0.000000,0.000000
6.95,-8.000000,0.000000,0.000000,0.000000
6.98,-8.000000,0.000000,0.000000,0.000000
6.99,-8.000000,0.000000,0.000000,0.000000
7.01,-8.000000,0.000000,0.000000,0.000000
7.02,-8.000000,0.000000,0.000000,0.000000
7.05,-8.000000,0.000000,0.000000,0.000000
7.06,-8.000000,0.000000,0.000000,0.000000
7.08,-8.000000,0.000000,0.000000,0.000000
7.09,-8.000000,0.000000,0.000000,0.000000
7.12,-8.000000,0.000000,0.000000,0.000000
7.13,-8.000000,0.000000,0.000000,0.000000
7.15,-8.000000,0.000000,0.000000,0.000000
7.16,-8.000000,0.000000,0.000000,0.000000
7.19,-8.000000,0.000000,0.000000,0.000000
7.20,-8.000000,0.000000,0.000000,0.000000
7.22,-8.000000,0.000000,0.000000,0.000000
7.23,-8.000000,0.000000,0.000000,0.000000
7.26,-8.000000,0.000000,0.000000,0.000000
7.28,-8.000000,0.000000,0.000000,0.000000
7.29,-8.000000,0.000000,0.000000,0.000000
7.32,-8.000000,0.000000,0.000000,0.000000
7.33,-8.000000,0.000000,0.000000,0.000000
7.38,-8.000000,0.000000,0.000000,0.000000
7.38,-8.000000,0.000000,0.000000,0.000000
7.41,-8.000000,0.000000,0.000000,0.000000
7.42,-8.000000,0.000000,0.000000,0.000000
7.45,-8.000000,0.000000,0.000000,0.000000
7.45,-8.000000,0.000000,0.000000,0.000000
7.48,-8.000000,0.000000,0.000000,0.000000
7.49,-8.000000,0.000000,0.000000,0.000000
7.51,-8.000000,0.000000,0.000000,0.000000
7.58,-8.000000,0.000000,0.000000,0.000000
7.58,-8.000000,0.000000,0.000000,0.000000
7.59,-8.000000,0.000000,0.000000,0.000000
7.60,-8.000000,0.000000,0.000000,0.000000
7.60,-8.000000,0.000000,0.000000,0.000000
7.61,-8.000000,0.000000,0.000000,0.000000
7.61,-8.000000,0.000000,0.000000,0.000000
7.64,-8.000000,0.000000,0.000000,0.000000
7.64,-8.000000,0.000000,0.000000,0.000000
7.67,-8.000000,0.000000,0.000000,0.000000
7.68,-8.000000,0.000000,0.000000,0.000000
7.70,-8.000000,0.000000,0.000000,0.000000
7.71,-8.000000,0.000000,0.000000,0.000000
7.74,-8.000000,0.000000,0.000000,0.000000
7.74,-8.000000,0.000000,0.000000,0.000000
7.77,-8.000000,0.000000,0.000000,0.000000
7.78,-8.000000,0.000000,0.000000,0.000000
7.81,-8.000000,0.000000,0.000000,0.000000
7.83,-8.000000,0.000000,0.000000,0.000000
7.84,-8.000000,0.000000,0.000000,0.000000
7.87,-8.000000,0.000000,0.000000,0.000000
7.88,-8.000000,0.000000,0.000000,0.000000
7.90,-8.000000,0.000000,0.000000,0.000000
7.91,-8.000000,0.000000,0.000000,0.000000
7.94,-8.000000,0.000000,0.000000,0.000000
7.94,-8.000000,0.000000,0.000000,0.000000
7.97,-8.000000,0.000000,0.000000,0.000000
7.98,-8.000000,0.000000,0.000000,0.000000
8.01,-8.000000,0.000000,0.000000,0.000000
8.02,-8.000000,0.000000,0.000000,0.000000
8.04,-8.000000,0.000000,0.000000,0.000000
8.05,-8.000000,0.000000,0.000000,0.000000
8.08,-8.000000,0.000000,0.000000,0.000000
8.10,-8.000000,0.000000,0.000000,0.000000
8.11,-8.000000,0.000000,0.000000,0.000000
8.14,-8.000000,0.000000,0.000000,0.000000
8.15,-8.000000,0.000000,0.000000,0.000000
8.17,-8.000000,0.000000,0.000000,0.000000
8.18,-8.000000,0.000000,0.000000,0.000000
8.21,-8.000000,0.000000,0.000000,0.000000
8.22,-8.000000,0.000000,0.000000,0.000000
8.24,-8.000000,0.000000,0.000000,0.000000
8.25,-8.000000,0.000000,0.000000,0.000000
8.28,-8.000000,0.000000,0.000000,0.000000
8.28,-8.000000,0.000000,0.000000,0.000000
8.31,-8.000000,0.000000,0.000000,0.000000
8.32,-8.000000,0.000000,0.000000,0.000000
8.35,-8.000000,0.000000,0.000000,0.000000
8.35,-8.000000,0.000000,0.000000,0.000000
8.38,-8.000000,0.000000,0.000000,0.000000
8.39,-8.000000,0.000000,0.000000,0.000000
8.42,-8.000000,0.000000,0.000000,0.000000
8.43,-8.000000,0.000000,0.000000,0.000000
8.45,-8.000000,0.000000,0.000000,0.000000
8.46,-8.000000,0.000000,0.000000,0.000000
8.49,-8.000000,0.000000,0.000000,0.000000
8.49,-8.000000,0.000000,0.000000,0.000000
8.52,-8.000000,0.000000,0.000000,0.000000
8.53,-8.000000,0.000000,0.000000,0.000000
8.56,-8.000000,0.000000,0.000000,0.000000
8.56,-8.000000,0.000000,0.000000,0.000000
8.59,-8.000000,0.000000,0.000000,0.000000
8.60,-8.000000,0.000000,0.000000,0.000000
8.63,-8.000000,0.000000,0.000000,0.000000
8.63,-8.000000,0.000000,0.000000,0.000000
8.66,-8.000000,0.000000,0.000000,0.000000
8.69,-8.000000,0.000000,0.000000,0.000000
8.71,-8.000000,0.000000,0.000000,0.000000
8.72,-8.000000,0.000000,0.000000,0.000000
8.74,-8.000000,0.000000,0.000000,0.000000
8.75,-8.000000,0.000000,0.000000,0.000000
8.78,-8.000000,0.000000,0.000000,0.000000
8.81,-8.000000,0.000000,0.000000,0.000000
8.81,-8.000000,0.000000,0.000000,0.000000
8.84,-8.000000,0.000000,0.000000,0.000000
8.85,-8.000000,0.000000,0.000000,0.000000
8.88,-8.000000,0.000000,0.000000,0.000000
8.88,-8.000000,0.000000,0.000000,0.000000
8.91,-8.000000,0.000000,0.000000,0.000000
8.92,-8.000000,0.000000,0.000000,0.000000
8.95,-8.000000,0.000000,0.000000,0.000000
8.95,-8.000000,0.000000,0.000000,0.000000
8.98,-8.000000,0.000000,0.000000,0.000000
8.99,-8.000000,0.000000,0.000000,0.000000
9.02,-8.000000,0.000000,0.000000,0.000000
9.02,-8.000000,0.000000,0.000000,0.000000
9.05,-8.000000,0.000000,0.000000,0.000000
9.06,-8.000000,0.000000,0.000000,0.000000
9.18,-8.000000,0.000000,0.000000,0.000000
9.18,-8.000000,0.000000,0.000000,0.000000
9.19,-8.000000,0.000000,0.000000,0.000000
9.19,-8.000000,0.000000,0.000000,0.000000
9.20,-8.000000,0.000000,0.000000,0.000000
9.21,-8.000000,0.000000,0.000000,0.000000
9.22,-8.000000,0.000000,0.000000,0.000000
9.25,-8.000000,0.000000,0.000000,0.000000
9.26,-8.000000,0.000000,0.000000,0.000000
9.29,-8.000000,0.000000,0.000000,0.000000
9.30,-8.000000,0.000000,0.000000,0.000000
9.32,-8.000000,0.000000,0.000000,0.000000
9.33,-8.000000,0.000000,0.000000,0.000000
9.36,-8.000000,0.000000,0.000000,0.000000
9.37,-8.000000,0.000000,0.000000,0.000000
9.39,-8.000000,0.000000,0.000000,0.000000
9.40,-8.000000,0.000000,0.000000,0.000000
9.43,-8.000000,0.000000,0.000000,0.000000
9.44,-8.000000,0.000000,0.000000,0.000000
9.47,-8.000000,0.000000,0.000000,0.000000
9.47,-8.000000,0.000000,0.000000,0.000000
9.50,-8.000000,0.000000,0.000000,0.000000
9.51,-8.000000,0.000000,0.000000,0.000000
9.54,-8.000000,0.000000,0.000000,0.000000
9.55,-8.000000,0.000000,0.000000,0.000000
9.57,-8.000000,0.000000,0.000000,0.000000
9.58,-8.000000,0.000000,0.000000,0.000000
9.61,-8.000000,0.000000,0.000000,0.000000
9.62,-8.000000,0.000000,0.000000,0.000000
9.64,-8.000000,0.000000,0.000000,0.000000
9.67,-8.000000,0.000000,0.000000,0.000000
9.68,-8.000000,0.000000,0.000000,0.000000
9.70,-8.000000,0.000000,0.000000,0.000000
9.71,-8.000000,0.000000,0.000000,0.000000
9.74,-8.000000,0.000000,0.000000,0.000000
9.75,-8.000000,0.000000,0.000000,0.000000
9.77,-8.000000,0.000000,0.000000,0.000000
9.78,-8.000000,0.000000,0.000000,0.000000
9.81,-8.000000,0.000000,0.000000,0.000000
9.81,-8.000000,0.000000,0.000000,0.000000
9.84,-8.000000,0.000000,0.000000,0.000000
9.85,-8.000000,0.000000,0.000000,0.000000
9.88,-8.000000,0.000000,0.000000,0.000000
9.88,-8.000000,0.000000,0.000000,0.000000
9.91,-8.000000,0.000000,0.000000,0.000000
9.92,-8.000000,0.000000,0.000000,0.000000
9.95,-8.000000,0.000000,0.000000,0.000000
9.96,-8.000000,0.000000,0.000000,0.000000
9.98,-8.000000,0.000000,0.000000,0.000000
10.01,-8.000000,0.000000,0.000000,0.000000
10.02,-8.000000,0.000000,0.000000,0.000000
