TIME_DELTA,SPEED,REFERENCE,CONTROL,ERROR
26.62,217.000000,100.000000,0.000000,0.000000
26.64,214.000000,100.000000,0.000000,0.000000
26.67,213.000000,100.000000,0.000000,0.000000
26.75,214.000000,100.000000,0.000000,0.000000
26.76,210.000000,100.000000,0.000000,0.000000
26.78,207.000000,100.000000,0.000000,0.000000
26.79,207.000000,100.000000,0.000000,0.000000
26.81,209.000000,100.000000,0.000000,0.000000
26.84,212.000000,100.000000,0.000000,0.000000
26.86,215.000000,100.000000,0.000000,0.000000
26.92,211.000000,100.000000,0.000000,0.000000
26.97,213.000000,100.000000,0.000000,0.000000
26.99,212.000000,100.000000,0.000000,0.000000
27.02,215.000000,100.000000,0.000000,0.000000
27.05,213.000000,100.000000,0.000000,0.000000
27.07,212.000000,100.000000,0.000000,0.000000
27.15,212.000000,100.000000,0.000000,0.000000
27.18,212.000000,100.000000,0.000000,0.000000
27.21,214.000000,100.000000,0.000000,0.000000
27.23,213.000000,100.000000,0.000000,0.000000
27.26,210.000000,100.000000,0.000000,0.000000
27.31,217.000000,100.000000,0.000000,0.000000
27.36,213.000000,100.000000,0.000000,0.000000
27.39,213.000000,100.000000,0.000000,0.000000
27.42,211.000000,100.000000,0.000000,0.000000
27.44,213.000000,100.000000,0.000000,0.000000
27.47,213.000000,100.000000,0.000000,0.000000
27.55,213.000000,100.000000,0.000000,0.000000
27.58,211.000000,100.000000,0.000000,0.000000
27.61,212.000000,100.000000,0.000000,0.000000
27.63,214.000000,100.000000,0.000000,0.000000
27.66,215.000000,100.000000,0.000000,0.000000
27.71,217.000000,100.000000,0.000000,0.000000
27.76,219.000000,100.000000,0.000000,0.000000
27.79,214.000000,100.000000,0.000000,0.000000
27.82,211.000000,100.000000,0.000000,0.000000
27.84,217.000000,100.000000,0.000000,0.000000
27.87,214.000000,100.000000,0.000000,0.000000
27.95,215.000000,100.000000,0.000000,0.000000
27.98,212.000000,100.000000,0.000000,0.000000
28.00,213.000000,100.000000,0.000000,0.000000
28.03,214.000000,100.000000,0.000000,0.000000
28.06,215.000000,100.000000,0.000000,0.000000
28.11,218.000000,100.000000,0.000000,0.000000
28.16,209.000000,100.000000,0.000000,0.000000
28.19,210.000000,100.000000,0.000000,0.000000
28.21,211.000000,100.000000,0.000000,0.000000
28.24,213.000000,100.000000,0.000000,0.000000
28.27,216.000000,100.000000,0.000000,0.000000
28.35,213.000000,100.000000,0.000000,0.000000
28.38,214.000000,100.000000,0.000000,0.000000
28.40,214.000000,100.000000,0.000000,0.000000
28.43,216.000000,100.000000,0.000000,0.000000
28.46,216.000000,100.000000,0.000000,0.000000
28.51,217.000000,100.000000,0.000000,0.000000
28.56,214.000000,100.000000,0.000000,0.000000
28.59,215.000000,100.000000,0.000000,0.000000
28.62,215.000000,100.000000,0.000000,0.000000
28.64,217.000000,100.000000,0.000000,0.000000
28.67,213.000000,100.000000,0.000000,0.000000
28.69,213.000000,100.000000,0.000000,0.000000
28.74,214.000000,100.000000,0.000000,0.000000
28.77,212.000000,100.000000,0.000000,0.000000
28.80,210.000000,100.000000,0.000000,0.000000
28.82,215.000000,100.000000,0.000000,0.000000
28.85,214.000000,100.000000,0.000000,0.000000
28.93,217.000000,100.000000,0.000000,0.000000
28.96,215.000000,100.000000,0.000000,0.000000
28.99,217.000000,100.000000,0.000000,0.000000
29.11,215.000000,100.000000,0.000000,0.000000
29.12,214.000000,100.000000,0.000000,0.000000
29.14,209.000000,100.000000,0.000000,0.000000
29.16,214.000000,100.000000,0.000000,0.000000
29.18,215.000000,100.000000,0.000000,0.000000
29.21,215.000000,100.000000,0.000000,0.000000
29.24,216.000000,100.000000,0.000000,0.000000
29.26,212.000000,100.000000,0.000000,0.000000
29.35,212.000000,100.000000,0.000000,0.000000
29.37,210.000000,100.000000,0.000000,0.000000
29.40,210.000000,100.000000,0.000000,0.000000
29.43,211.000000,100.000000,0.000000,0.000000
29.45,209.000000,100.000000,0.000000,0.000000
29.51,216.000000,100.000000,0.000000,0.000000
29.56,214.000000,100.000000,0.000000,0.000000
29.58,210.000000,100.000000,0.000000,0.000000
29.61,213.000000,100.000000,0.000000,0.000000
29.64,212.000000,100.000000,0.000000,0.000000
29.67,211.000000,100.000000,0.000000,0.000000
29.75,211.000000,100.000000,0.000000,0.000000
29.78,210.000000,100.000000,0.000000,0.000000
29.80,210.000000,100.000000,0.000000,0.000000
29.83,212.000000,100.000000,0.000000,0.000000
29.85,213.000000,100.000000,0.000000,0.000000
29.91,214.000000,100.000000,0.000000,0.000000
29.96,212.000000,100.000000,0.000000,0.000000
29.99,215.000000,100.000000,0.000000,0.000000
30.01,213.000000,100.000000,0.000000,0.000000
30.04,216.000000,100.000000,0.000000,0.000000
30.07,216.000000,100.000000,0.000000,0.000000
30.15,210.000000,100.000000,0.000000,0.000000
30.18,210.000000,100.000000,0.000000,0.000000
30.20,212.000000,100.000000,0.000000,0.000000
30.23,213.000000,100.000000,0.000000,0.000000
30.26,214.000000,100.000000,0.000000,0.000000
30.31,212.000000,100.000000,0.000000,0.000000
30.36,215.000000,100.000000,0.000000,0.000000
30.39,217.000000,100.000000,0.000000,0.000000
30.41,215.000000,100.000000,0.000000,0.000000
30.44,213.000000,100.000000,0.000000,0.000000
30.47,210.000000,100.000000,0.000000,0.000000
30.55,212.000000,100.000000,0.000000,0.000000
30.58,213.000000,100.000000,0.000000,0.000000
30.60,213.000000,100.000000,0.000000,0.000000
30.63,214.000000,100.000000,0.000000,0.000000
30.66,212.000000,100.000000,0.000000,0.000000
30.71,223.000000,100.000000,0.000000,0.000000
30.76,218.000000,100.000000,0.000000,0.000000
30.79,214.000000,100.000000,0.000000,0.000000
30.81,215.000000,100.000000,0.000000,0.000000
30.84,216.000000,100.000000,0.000000,0.000000
30.87,213.000000,100.000000,0.000000,0.000000
30.95,211.000000,100.000000,0.000000,0.000000
30.98,211.000000,100.000000,0.000000,0.000000
31.00,210.000000,100.000000,0.000000,0.000000
31.03,213.000000,100.000000,0.000000,0.000000
31.06,214.000000,100.000000,0.000000,0.000000
31.11,218.000000,100.000000,0.000000,0.000000
31.16,216.000000,100.000000,0.000000,0.000000
31.19,212.000000,100.000000,0.000000,0.000000
31.21,217.000000,100.000000,0.000000,0.000000
31.24,214.000000,100.000000,0.000000,0.000000
31.26,216.000000,100.000000,0.000000,0.000000
31.35,213.000000,100.000000,0.000000,0.000000
31.38,212.000000,100.000000,0.000000,0.000000
31.45,212.000000,100.000000,0.000000,0.000000
31.46,211.000000,100.000000,0.000000,0.000000
31.47,213.000000,100.000000,0.000000,0.000000
31.49,217.000000,100.000000,0.000000,0.000000
31.52,214.000000,100.000000,0.000000,0.000000
31.55,214.000000,100.000000,0.000000,0.000000
31.57,216.000000,100.000000,0.000000,0.000000
31.60,214.000000,100.000000,0.000000,0.000000
31.63,212.000000,100.000000,0.000000,0.000000
31.71,206.000000,100.000000,0.000000,0.000000
31.74,208.000000,100.000000,0.000000,0.000000
31.77,211.000000,100.000000,0.000000,0.000000
31.79,211.000000,100.000000,0.000000,0.000000
31.82,211.000000,100.000000,0.000000,0.000000
31.87,217.000000,100.000000,0.000000,0.000000
31.92,211.000000,100.000000,0.000000,0.000000
31.95,212.000000,100.000000,0.000000,0.000000
31.98,214.000000,100.000000,0.000000,0.000000
32.00,214.000000,100.000000,0.000000,0.000000
32.03,212.000000,100.000000,0.000000,0.000000
32.11,208.000000,100.000000,0.000000,0.000000
32.14,208.000000,100.000000,0.000000,0.000000
32.16,204.000000,100.000000,0.000000,0.000000
32.19,210.000000,100.000000,0.000000,0.000000
32.22,214.000000,100.000000,0.000000,0.000000
32.27,220.000000,100.000000,0.000000,0.000000
32.32,216.000000,100.000000,0.000000,0.000000
32.34,212.000000,100.000000,0.000000,0.000000
32.37,215.000000,100.000000,0.000000,0.000000
32.40,212.000000,100.000000,0.000000,0.000000
32.45,211.000000,100.000000,0.000000,0.000000
32.50,218.000000,100.000000,0.000000,0.000000
32.53,217.000000,100.000000,0.000000,0.000000
32.56,217.000000,100.000000,0.000000,0.000000
32.58,213.000000,100.000000,0.000000,0.000000
32.63,215.000000,100.000000,0.000000,0.000000
32.70,210.000000,100.000000,0.000000,0.000000
32.72,213.000000,100.000000,0.000000,0.000000
32.73,209.000000,100.000000,0.000000,0.000000
32.74,209.000000,100.000000,0.000000,0.000000
32.76,218.000000,100.000000,0.000000,0.000000
32.81,213.000000,100.000000,0.000000,0.000000
32.86,214.000000,100.000000,0.000000,0.000000
32.89,208.000000,100.000000,0.000000,0.000000
32.92,211.000000,100.000000,0.000000,0.000000
32.94,214.000000,100.000000,0.000000,0.000000
32.99,220.000000,100.000000,0.000000,0.000000
33.02,208.000000,100.000000,0.000000,0.000000
33.07,210.000000,100.000000,0.000000,0.000000
33.10,212.000000,100.000000,0.000000,0.000000
33.12,215.000000,100.000000,0.000000,0.000000
33.15,212.000000,100.000000,0.000000,0.000000
33.20,218.000000,100.000000,0.000000,0.000000
33.25,215.000000,100.000000,0.000000,0.000000
33.28,215.000000,100.000000,0.000000,0.000000
33.31,216.000000,100.000000,0.000000,0.000000
33.34,217.000000,100.000000,0.000000,0.000000
33.39,214.000000,100.000000,0.000000,0.000000
33.41,209.000000,100.000000,0.000000,0.000000
33.46,215.000000,100.000000,0.000000,0.000000
33.49,214.000000,100.000000,0.000000,0.000000
33.52,215.000000,100.000000,0.000000,0.000000
33.54,217.000000,100.000000,0.000000,0.000000
33.59,215.000000,100.000000,0.000000,0.000000
33.65,215.000000,100.000000,0.000000,0.000000
33.67,216.000000,100.000000,0.000000,0.000000
33.74,213.000000,100.000000,0.000000,0.000000
33.76,216.000000,100.000000,0.000000,0.000000
33.77,215.000000,100.000000,0.000000,0.000000
33.78,216.000000,100.000000,0.000000,0.000000
33.81,214.000000,100.000000,0.000000,0.000000
33.84,209.000000,100.000000,0.000000,0.000000
33.87,216.000000,100.000000,0.000000,0.000000
33.89,215.000000,100.000000,0.000000,0.000000
33.95,216.000000,100.000000,0.000000,0.000000
34.00,215.000000,100.000000,0.000000,0.000000
34.02,209.000000,100.000000,0.000000,0.000000
34.05,211.000000,100.000000,0.000000,0.000000
34.08,218.000000,100.000000,0.000000,0.000000
34.13,211.000000,100.000000,0.000000,0.000000
34.16,208.000000,100.000000,0.000000,0.000000
34.21,211.000000,100.000000,0.000000,0.000000
34.23,214.000000,100.000000,0.000000,0.000000
34.26,213.000000,100.000000,0.000000,0.000000
34.31,221.000000,100.000000,0.000000,0.000000
34.34,215.000000,100.000000,0.000000,0.000000
34.39,216.000000,100.000000,0.000000,0.000000
34.42,214.000000,100.000000,0.000000,0.000000
34.45,213.000000,100.000000,0.000000,0.000000
34.49,218.000000,100.000000,0.000000,0.000000
34.52,213.000000,100.000000,0.000000,0.000000
34.55,209.000000,100.000000,0.000000,0.000000
34.60,208.000000,100.000000,0.000000,0.000000
34.62,207.000000,100.000000,0.000000,0.000000
34.65,213.000000,100.000000,0.000000,0.000000
34.70,211.000000,100.000000,0.000000,0.000000
34.73,213.000000,100.000000,0.000000,0.000000
34.78,211.000000,100.000000,0.000000,0.000000
34.81,213.000000,100.000000,0.000000,0.000000
34.83,215.000000,100.000000,0.000000,0.000000
34.89,218.000000,100.000000,0.000000,0.000000
34.91,211.000000,100.000000,0.000000,0.000000
34.94,212.000000,100.000000,0.000000,0.000000
34.99,213.000000,100.000000,0.000000,0.000000
35.02,211.000000,100.000000,0.000000,0.000000
35.04,212.000000,100.000000,0.000000,0.000000
35.10,215.000000,100.000000,0.000000,0.000000
35.12,214.000000,100.000000,0.000000,0.000000
35.17,216.000000,100.000000,0.000000,0.000000
35.20,215.000000,100.000000,0.000000,0.000000
35.23,215.000000,100.000000,0.000000,0.000000
35.28,218.000000,100.000000,0.000000,0.000000
35.30,209.000000,100.000000,0.000000,0.000000
35.36,208.000000,100.000000,0.000000,0.000000
35.38,210.000000,100.000000,0.000000,0.000000
35.41,211.000000,100.000000,0.000000,0.000000
35.44,214.000000,100.000000,0.000000,0.000000
35.49,214.000000,100.000000,0.000000,0.000000
35.52,209.000000,100.000000,0.000000,0.000000
35.56,212.000000,100.000000,0.000000,0.000000
35.59,213.000000,100.000000,0.000000,0.000000
35.62,213.000000,100.000000,0.000000,0.000000
35.67,218.000000,100.000000,0.000000,0.000000
35.70,216.000000,100.000000,0.000000,0.000000
35.78,217.000000,100.000000,0.000000,0.000000
35.81,217.000000,100.000000,0.000000,0.000000
35.83,220.000000,100.000000,0.000000,0.000000
35.89,215.000000,100.000000,0.000000,0.000000
35.91,209.000000,100.000000,0.000000,0.000000
35.97,205.000000,100.000000,0.000000,0.000000
35.99,207.000000,100.000000,0.000000,0.000000
36.02,208.000000,100.000000,0.000000,0.000000
36.14,212.000000,100.000000,0.000000,0.000000
36.17,211.000000,100.000000,0.000000,0.000000
36.17,209.000000,100.000000,0.000000,0.000000
36.20,212.000000,100.000000,0.000000,0.000000
36.21,208.000000,100.000000,0.000000,0.000000
36.24,209.000000,100.000000,0.000000,0.000000
36.29,218.000000,100.000000,0.000000,0.000000
36.32,218.000000,100.000000,0.000000,0.000000
36.37,216.000000,100.000000,0.000000,0.000000
36.40,212.000000,100.000000,0.000000,0.000000
36.42,212.000000,100.000000,0.000000,0.000000
36.45,211.000000,100.000000,0.000000,0.000000
36.50,214.000000,100.000000,0.000000,0.000000
36.53,216.000000,100.000000,0.000000,0.000000
36.58,217.000000,100.000000,0.000000,0.000000
36.60,215.000000,100.000000,0.000000,0.000000
36.63,216.000000,100.000000,0.000000,0.000000
36.68,212.000000,100.000000,0.000000,0.000000
36.71,212.000000,100.000000,0.000000,0.000000
36.76,218.000000,100.000000,0.000000,0.000000
36.79,215.000000,100.000000,0.000000,0.000000
36.82,217.000000,100.000000,0.000000,0.000000
36.85,224.000000,100.000000,0.000000,0.000000
36.90,216.000000,100.000000,0.000000,0.000000
36.92,208.000000,100.000000,0.000000,0.000000
36.97,209.000000,100.000000,0.000000,0.000000
37.00,211.000000,100.000000,0.000000,0.000000
37.03,214.000000,100.000000,0.000000,0.000000
37.08,222.000000,100.000000,0.000000,0.000000
37.11,217.000000,100.000000,0.000000,0.000000
37.16,217.000000,100.000000,0.000000,0.000000
37.18,219.000000,100.000000,0.000000,0.000000
37.21,217.000000,100.000000,0.000000,0.000000
37.24,219.000000,100.000000,0.000000,0.000000
37.29,206.000000,100.000000,0.000000,0.000000
37.34,207.000000,100.000000,0.000000,0.000000
37.37,209.000000,100.000000,0.000000,0.000000
37.39,213.000000,100.000000,0.000000,0.000000
37.42,213.000000,100.000000,0.000000,0.000000
37.47,221.000000,100.000000,0.000000,0.000000
37.50,206.000000,100.000000,0.000000,0.000000
37.55,207.000000,100.000000,0.000000,0.000000
37.58,206.000000,100.000000,0.000000,0.000000
37.60,209.000000,100.000000,0.000000,0.000000
37.63,213.000000,100.000000,0.000000,0.000000
37.66,214.000000,100.000000,0.000000,0.000000
37.68,212.000000,100.000000,0.000000,0.000000
37.74,214.000000,100.000000,0.000000,0.000000
37.76,216.000000,100.000000,0.000000,0.000000
37.79,218.000000,100.000000,0.000000,0.000000
37.82,218.000000,100.000000,0.000000,0.000000
37.87,218.000000,100.000000,0.000000,0.000000
37.92,210.000000,100.000000,0.000000,0.000000
37.95,211.000000,100.000000,0.000000,0.000000
37.97,211.000000,100.000000,0.000000,0.000000
38.00,217.000000,100.000000,0.000000,0.000000
38.05,218.000000,100.000000,0.000000,0.000000
38.08,212.000000,100.000000,0.000000,0.000000
38.13,216.000000,100.000000,0.000000,0.000000
38.15,217.000000,100.000000,0.000000,0.000000
38.18,217.000000,100.000000,0.000000,0.000000
38.21,220.000000,100.000000,0.000000,0.000000
38.26,220.000000,100.000000,0.000000,0.000000
38.31,217.000000,100.000000,0.000000,0.000000
38.34,211.000000,100.000000,0.000000,0.000000
38.37,212.000000,100.000000,0.000000,0.000000
38.48,215.000000,100.000000,0.000000,0.000000
38.50,217.000000,100.000000,0.000000,0.000000
38.51,214.000000,100.000000,0.000000,0.000000
38.53,213.000000,100.000000,0.000000,0.000000
38.56,213.000000,100.000000,0.000000,0.000000
38.58,213.000000,100.000000,0.000000,0.000000
38.61,214.000000,100.000000,0.000000,0.000000
38.66,212.000000,100.000000,0.000000,0.000000
38.71,214.000000,100.000000,0.000000,0.000000
38.74,212.000000,100.000000,0.000000,0.000000
38.77,213.000000,100.000000,0.000000,0.000000
38.79,216.000000,100.000000,0.000000,0.000000
38.84,214.000000,100.000000,0.000000,0.000000
38.87,205.000000,100.000000,0.000000,0.000000
38.92,211.000000,100.000000,0.000000,0.000000
38.95,212.000000,100.000000,0.000000,0.000000
38.98,213.000000,100.000000,0.000000,0.000000
39.00,218.000000,100.000000,0.000000,0.000000
39.06,212.000000,100.000000,0.000000,0.000000
39.11,213.000000,100.000000,0.000000,0.000000
39.13,217.000000,100.000000,0.000000,0.000000
39.16,213.000000,100.000000,0.000000,0.000000
39.19,216.000000,100.000000,0.000000,0.000000
39.24,213.000000,100.000000,0.000000,0.000000
39.26,216.000000,100.000000,0.000000,0.000000
39.32,218.000000,100.000000,0.000000,0.000000
39.34,217.000000,100.000000,0.000000,0.000000
39.37,214.000000,100.000000,0.000000,0.000000
39.39,215.000000,100.000000,0.000000,0.000000
39.45,212.000000,100.000000,0.000000,0.000000
39.50,212.000000,100.000000,0.000000,0.000000
39.53,216.000000,100.000000,0.000000,0.000000
39.55,212.000000,100.000000,0.000000,0.000000
39.58,214.000000,100.000000,0.000000,0.000000
39.63,218.000000,100.000000,0.000000,0.000000
39.66,209.000000,100.000000,0.000000,0.000000
39.71,210.000000,100.000000,0.000000,0.000000
39.74,209.000000,100.000000,0.000000,0.000000
39.76,210.000000,100.000000,0.000000,0.000000
39.79,216.000000,100.000000,0.000000,0.000000
39.84,216.000000,100.000000,0.000000,0.000000
39.90,217.000000,100.000000,0.000000,0.000000
39.92,217.000000,100.000000,0.000000,0.000000
39.95,216.000000,100.000000,0.000000,0.000000
39.98,213.000000,100.000000,0.000000,0.000000
40.03,217.000000,100.000000,0.000000,0.000000
40.05,213.000000,100.000000,0.000000,0.000000
40.11,214.000000,100.000000,0.000000,0.000000
40.13,216.000000,100.000000,0.000000,0.000000
40.16,218.000000,100.000000,0.000000,0.000000
40.19,215.000000,100.000000,0.000000,0.000000
40.24,215.000000,100.000000,0.000000,0.000000
40.29,215.000000,100.000000,0.000000,0.000000
40.36,214.000000,100.000000,0.000000,0.000000
40.37,215.000000,100.000000,0.000000,0.000000
40.38,214.000000,100.000000,0.000000,0.000000
40.40,218.000000,100.000000,0.000000,0.000000
40.41,216.000000,100.000000,0.000000,0.000000
40.47,217.000000,100.000000,0.000000,0.000000
40.49,211.000000,100.000000,0.000000,0.000000
40.52,212.000000,100.000000,0.000000,0.000000
40.55,214.000000,100.000000,0.000000,0.000000
40.60,211.000000,100.000000,0.000000,0.000000
40.65,212.000000,100.000000,0.000000,0.000000
40.68,211.000000,100.000000,0.000000,0.000000
40.75,213.000000,100.000000,0.000000,0.000000
40.76,216.000000,100.000000,0.000000,0.000000
40.78,218.000000,100.000000,0.000000,0.000000
40.79,209.000000,100.000000,0.000000,0.000000
40.81,208.000000,100.000000,0.000000,0.000000
40.84,210.000000,100.000000,0.000000,0.000000
40.87,212.000000,100.000000,0.000000,0.000000
40.90,214.000000,100.000000,0.000000,0.000000
40.95,213.000000,100.000000,0.000000,0.000000
41.00,212.000000,100.000000,0.000000,0.000000
41.02,212.000000,100.000000,0.000000,0.000000
41.05,215.000000,100.000000,0.000000,0.000000
41.07,215.000000,100.000000,0.000000,0.000000
41.13,221.000000,100.000000,0.000000,0.000000
41.15,216.000000,100.000000,0.000000,0.000000
41.20,214.000000,100.000000,0.000000,0.000000
41.23,221.000000,100.000000,0.000000,0.000000
41.26,214.000000,100.000000,0.000000,0.000000
41.31,210.000000,100.000000,0.000000,0.000000
41.34,214.000000,100.000000,0.000000,0.000000
41.39,218.000000,100.000000,0.000000,0.000000
41.42,212.000000,100.000000,0.000000,0.000000
41.44,214.000000,100.000000,0.000000,0.000000
41.47,212.000000,100.000000,0.000000,0.000000
41.52,202.000000,100.000000,0.000000,0.000000
41.55,200.000000,100.000000,0.000000,0.000000
41.60,202.000000,100.000000,0.000000,0.000000
41.63,206.000000,100.000000,0.000000,0.000000
41.65,207.000000,100.000000,0.000000,0.000000
41.70,215.000000,100.000000,0.000000,0.000000
41.73,218.000000,100.000000,0.000000,0.000000
41.78,216.000000,100.000000,0.000000,0.000000
41.81,215.000000,100.000000,0.000000,0.000000
41.84,213.000000,100.000000,0.000000,0.000000
41.86,212.000000,100.000000,0.000000,0.000000
41.91,209.000000,100.000000,0.000000,0.000000
41.94,210.000000,100.000000,0.000000,0.000000
41.99,213.000000,100.000000,0.000000,0.000000
42.02,212.000000,100.000000,0.000000,0.000000
42.04,213.000000,100.000000,0.000000,0.000000
42.09,212.000000,100.000000,0.000000,0.000000
42.12,211.000000,100.000000,0.000000,0.000000
42.17,214.000000,100.000000,0.000000,0.000000
42.20,214.000000,100.000000,0.000000,0.000000
42.23,214.000000,100.000000,0.000000,0.000000
42.25,217.000000,100.000000,0.000000,0.000000
42.30,212.000000,100.000000,0.000000,0.000000
42.33,209.000000,100.000000,0.000000,0.000000
42.38,213.000000,100.000000,0.000000,0.000000
42.41,215.000000,100.000000,0.000000,0.000000
42.43,212.000000,100.000000,0.000000,0.000000
42.49,217.000000,100.000000,0.000000,0.000000
42.51,218.000000,100.000000,0.000000,0.000000
42.57,213.000000,100.000000,0.000000,0.000000
42.59,216.000000,100.000000,0.000000,0.000000
42.62,215.000000,100.000000,0.000000,0.000000
42.65,219.000000,100.000000,0.000000,0.000000
42.69,214.000000,100.000000,0.000000,0.000000
42.72,211.000000,100.000000,0.000000,0.000000
42.77,216.000000,100.000000,0.000000,0.000000
42.80,217.000000,100.000000,0.000000,0.000000
42.83,216.000000,100.000000,0.000000,0.000000
42.88,216.000000,100.000000,0.000000,0.000000
42.90,215.000000,100.000000,0.000000,0.000000
42.96,215.000000,100.000000,0.000000,0.000000
42.98,215.000000,100.000000,0.000000,0.000000
43.11,212.000000,100.000000,0.000000,0.000000
43.13,218.000000,100.000000,0.000000,0.000000
43.14,215.000000,100.000000,0.000000,0.000000
43.15,216.000000,100.000000,0.000000,0.000000
43.18,215.000000,100.000000,0.000000,0.000000
43.20,213.000000,100.000000,0.000000,0.000000
43.25,218.000000,100.000000,0.000000,0.000000
43.28,217.000000,100.000000,0.000000,0.000000
43.31,216.000000,100.000000,0.000000,0.000000
43.36,214.000000,100.000000,0.000000,0.000000
43.39,215.000000,100.000000,0.000000,0.000000
43.42,217.000000,100.000000,0.000000,0.000000
43.47,218.000000,100.000000,0.000000,0.000000
43.49,210.000000,100.000000,0.000000,0.000000
43.52,201.000000,100.000000,0.000000,0.000000
43.57,209.000000,100.000000,0.000000,0.000000
43.60,211.000000,100.000000,0.000000,0.000000
43.65,217.000000,100.000000,0.000000,0.000000
43.68,214.000000,100.000000,0.000000,0.000000
43.70,214.000000,100.000000,0.000000,0.000000
43.76,213.000000,100.000000,0.000000,0.000000
43.78,217.000000,100.000000,0.000000,0.000000
43.81,220.000000,100.000000,0.000000,0.000000
43.86,216.000000,100.000000,0.000000,0.000000
43.89,217.000000,100.000000,0.000000,0.000000
43.91,216.000000,100.000000,0.000000,0.000000
43.97,217.000000,100.000000,0.000000,0.000000
44.00,218.000000,100.000000,0.000000,0.000000
44.05,216.000000,100.000000,0.000000,0.000000
44.07,211.000000,100.000000,0.000000,0.000000
44.10,212.000000,100.000000,0.000000,0.000000
44.15,215.000000,100.000000,0.000000,0.000000
44.18,212.000000,100.000000,0.000000,0.000000
44.21,220.000000,100.000000,0.000000,0.000000
44.26,218.000000,100.000000,0.000000,0.000000
44.28,214.000000,100.000000,0.000000,0.000000
44.31,214.000000,100.000000,0.000000,0.000000
44.36,214.000000,100.000000,0.000000,0.000000
44.39,214.000000,100.000000,0.000000,0.000000
44.44,220.000000,100.000000,0.000000,0.000000
44.47,217.000000,100.000000,0.000000,0.000000
44.49,216.000000,100.000000,0.000000,0.000000
44.54,212.000000,100.000000,0.000000,0.000000
44.57,213.000000,100.000000,0.000000,0.000000
44.60,218.000000,100.000000,0.000000,0.000000
44.65,214.000000,100.000000,0.000000,0.000000
44.67,213.000000,100.000000,0.000000,0.000000
44.70,214.000000,100.000000,0.000000,0.000000
44.75,214.000000,100.000000,0.000000,0.000000
44.78,219.000000,100.000000,0.000000,0.000000
44.83,219.000000,100.000000,0.000000,0.000000
44.86,212.000000,100.000000,0.000000,0.000000
44.88,211.000000,100.000000,0.000000,0.000000
44.94,209.000000,100.000000,0.000000,0.000000
44.96,212.000000,100.000000,0.000000,0.000000
45.01,218.000000,100.000000,0.000000,0.000000
45.04,215.000000,100.000000,0.000000,0.000000
45.06,213.000000,100.000000,0.000000,0.000000
45.09,213.000000,100.000000,0.000000,0.000000
45.14,212.000000,100.000000,0.000000,0.000000
45.19,213.000000,100.000000,0.000000,0.000000
45.22,212.000000,100.000000,0.000000,0.000000
45.24,214.000000,100.000000,0.000000,0.000000
45.27,214.000000,100.000000,0.000000,0.000000
45.32,213.000000,100.000000,0.000000,0.000000
45.44,211.000000,100.000000,0.000000,0.000000
45.46,211.000000,100.000000,0.000000,0.000000
45.47,213.000000,100.000000,0.000000,0.000000
45.48,213.000000,100.000000,0.000000,0.000000
45.50,205.000000,100.000000,0.000000,0.000000
45.55,211.000000,100.000000,0.000000,0.000000
45.60,218.000000,100.000000,0.000000,0.000000
45.63,219.000000,100.000000,0.000000,0.000000
45.65,214.000000,100.000000,0.000000,0.000000
45.68,213.000000,100.000000,0.000000,0.000000
45.73,212.000000,100.000000,0.000000,0.000000
45.76,212.000000,100.000000,0.000000,0.000000
45.81,212.000000,100.000000,0.000000,0.000000
45.84,209.000000,100.000000,0.000000,0.000000
45.86,208.000000,100.000000,0.000000,0.000000
45.89,213.000000,100.000000,0.000000,0.000000
45.94,219.000000,100.000000,0.000000,0.000000
45.99,220.000000,100.000000,0.000000,0.000000
46.02,215.000000,100.000000,0.000000,0.000000
46.05,210.000000,100.000000,0.000000,0.000000
46.07,213.000000,100.000000,0.000000,0.000000
46.13,211.000000,100.000000,0.000000,0.000000
46.15,215.000000,100.000000,0.000000,0.000000
46.20,213.000000,100.000000,0.000000,0.000000
46.23,215.000000,100.000000,0.000000,0.000000
46.26,214.000000,100.000000,0.000000,0.000000
46.28,218.000000,100.000000,0.000000,0.000000
46.33,215.000000,100.000000,0.000000,0.000000
46.39,215.000000,100.000000,0.000000,0.000000
46.41,215.000000,100.000000,0.000000,0.000000
46.44,212.000000,100.000000,0.000000,0.000000
46.47,212.000000,100.000000,0.000000,0.000000
46.52,214.000000,100.000000,0.000000,0.000000
46.54,217.000000,100.000000,0.000000,0.000000
46.57,214.000000,100.000000,0.000000,0.000000
46.60,212.000000,100.000000,0.000000,0.000000
46.62,210.000000,100.000000,0.000000,0.000000
46.65,208.000000,100.000000,0.000000,0.000000
46.70,210.000000,100.000000,0.000000,0.000000
46.73,213.000000,100.000000,0.000000,0.000000
46.78,207.000000,100.000000,0.000000,0.000000
46.81,209.000000,100.000000,0.000000,0.000000
46.83,212.000000,100.000000,0.000000,0.000000
46.86,212.000000,100.000000,0.000000,0.000000
46.91,217.000000,100.000000,0.000000,0.000000
46.96,215.000000,100.000000,0.000000,0.000000
46.99,215.000000,100.000000,0.000000,0.000000
47.02,208.000000,100.000000,0.000000,0.000000
47.05,209.000000,100.000000,0.000000,0.000000
47.10,217.000000,100.000000,0.000000,0.000000
47.12,218.000000,100.000000,0.000000,0.000000
47.17,216.000000,100.000000,0.000000,0.000000
47.20,217.000000,100.000000,0.000000,0.000000
47.23,202.000000,100.000000,0.000000,0.000000
